Product ID,Category Code,Category Name,Sub-Category Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail
3089,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,101188,HENNESSY V.S.O.P NBA 2020 GIFTBOX,12,750,30.99,46.49
3090,1081200,LIQUEURS,CREAM LIQUEURS,258,RUMCHATA GOCHATAS,1,100,100,150
3091,1011300,WHISKEY,SINGLE BARREL BOURBON WHISKIES,926239,HA JACK DANIEL'S SINGLE BARREL RYE BARREL PROOF,6,750,32.49,48.74
3092,1082100,LIQUEURS,IMPORTED CORDIALS & LIQUEUR,65536,LUCID ABSINTHE,6,750,32.5,48.75
3093,1022200,TEQUILA,100% AGAVE TEQUILA,87508,1800 SILVER MINI,6,50,22.1,33.15
3094,1081200,LIQUEURS,CREAM LIQUEURS,80456,RYANS CREAM LIQUEUR,12,750,5.67,8.51
3095,1012300,WHISKEY,SINGLE MALT SCOTCH,4367,BALVENIE 14YR CARIBBEAN CASK,6,750,44,66
3096,1011100,WHISKEY,BLENDED WHISKIES,87035,SKREWBALL PEANUT BUTTER WHISKEY,12,50,14,21
3097,1011600,WHISKEY,STRAIGHT RYE WHISKIES,27102,TEMPLETON RYE 4YR,6,750,18.09,27.14
3098,1022200,TEQUILA,100% AGAVE TEQUILA,87150,AVION SILVER,6,750,20.98,31.47
3099,1031100,VODKA,AMERICAN VODKAS,36875,BLUE OX VODKA,6,1750,7.17,10.76
3100,1012100,WHISKEY,CANADIAN WHISKIES,10808,CROWN ROYAL REGAL APPLE,12,1000,19.39,29.09
3101,1022200,TEQUILA,100% AGAVE TEQUILA,87510,1800 SILVER,12,750,15.98,23.97
3102,1022100,TEQUILA,MIXTO TEQUILA,87997,LA PRIMA WHITE,12,1000,7.34,11.01
3103,1012100,WHISKEY,CANADIAN WHISKIES,12408,CANADIAN LTD WHISKY,6,1750,7.5,11.25
3104,1031200,VODKA,AMERICAN FLAVORED VODKA,76681,PEARL RUBY GRAPEFRUIT MINI,12,50,4.4,6.6
3105,1012100,WHISKEY,CANADIAN WHISKIES,10807,CROWN ROYAL REGAL APPLE,12,750,16.59,24.89
3106,1012200,WHISKEY,SCOTCH WHISKIES,4592,DEWARS MEZCAL 8 YR,6,750,12.5,18.75
3107,1062300,RUM,AGED DARK RUM,46112,CEDAR RIDGE DARK RUM,6,750,17.5,26.25
3108,1012300,WHISKEY,SINGLE MALT SCOTCH,464,GLENMORANGIE PIONEER PACK VAP UPGRADE,6,750,19.99,29.99
3109,1081200,LIQUEURS,CREAM LIQUEURS,68126,CAROLANS IRISH CREAM,12,750,9.5,14.25
3110,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,26370,JIM BEAM ORANGE,12,750,10.5,15.75
3111,1012200,WHISKEY,SCOTCH WHISKIES,8826,LAUDERS,12,750,4.5,6.75
3112,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,920376,SOOH OLD FORESTER 1920,6,750,30.98,46.47
3113,1022200,TEQUILA,100% AGAVE TEQUILA,89177,CASAMIGOS REPOSADO,6,750,27.83,41.75
3114,1082000,LIQUEURS,IMPORTED CORDIALS & LIQUEURS,65896,METAXA OUZO,12,750,10.73,16.1
3115,1031100,VODKA,AMERICAN VODKAS,35418,BURNETTS VODKA 80PRF,6,1750,8.5,12.75
3116,1022100,TEQUILA,MIXTO TEQUILA,87409,JOSE CUERVO ESPECIAL SILVER,12,1000,13.5,20.25
3117,1012100,WHISKEY,CANADIAN WHISKIES,11298,CROWN ROYAL,6,1750,32.99,49.49
3118,1011400,WHISKEY,TENNESSEE WHISKIES,987018,SOOH OLE SMOKY PEACH WHISKEY,6,750,10,15
3119,1081200,LIQUEURS,CREAM LIQUEURS,80485,TIPPY COW CHOCOLATE,6,750,11,16.5
3120,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,21184,RABBIT HOLE DARERINGER SHERY BOURBON CASK,6,750,39.98,59.97
3121,1022200,TEQUILA,100% AGAVE TEQUILA,87402,JOSE CUERVO ESPECIAL SILVER,48,200,3.5,5.25
3122,1031100,VODKA,AMERICAN VODKAS,37336,UV VODKA,12,750,7,10.5
3123,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,17958,EVAN WILLIAMS BLACK,6,1750,16,24
3124,1011100,WHISKEY,BLENDED WHISKIES,26763,BIRD DOG BLACK CHERRY MINI,5,50,5.8,8.7
3125,1031200,VODKA,AMERICAN FLAVORED VODKA,39422,NEW AMSTERDAM PINK WHITNEY MINI,12,50,4.61,6.92
3126,1022200,TEQUILA,100% AGAVE TEQUILA,88741,CLASE AZUL REPOSADO,6,750,76.84,115.26
3127,1081400,VODKA,AMERICAN SCHNAPPS,81124,99 PEPPERMINT MINI,10,50,5.16,7.74
3128,1022200,TEQUILA,100% AGAVE TEQUILA,89496,MARGARITAVILLE GOLD TEQUILA,12,750,5.5,8.25
3129,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,18348,FOUR ROSES SMALL BATCH,6,750,17.5,26.25
3130,1081400,VODKA,AMERICAN SCHNAPPS,84141,99 PEACHES,12,750,7.5,11.25
3131,1022200,TEQUILA,100% AGAVE TEQUILA,88036,MARGARITAVILLE SILVER TEQUILA,12,750,5.5,8.25
3132,1062500,RUM,FLAVORED RUM,66550,SAILOR JERRY SAVAGE APPLE,12,750,9.65,14.48
3133,1071100,COCKTAIL,COCKTAILS /RTD,58925,JOSE CUERVO AUTHENTIC LIGHT STRAWBERRY,6,1750,8.74,13.11
3134,1012300,WHISKEY,SINGLE MALT SCOTCH,4374,BALVENIE 15YR SHERRY CASK,6,750,65,97.5
3135,1092100,SPIRIT,IMPORTED DISTILLED SPIRIT SPECIALTY,88578,SCORPION MEZCAL JOVEN,12,750,22.66,33.99
3136,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,18352,FOUR ROSES BOURBON,12,750,12.5,18.75
3137,1031100,VODKA,AMERICAN VODKAS,37988,SKYY VODKA,6,1750,15,22.5
3138,1012100,WHISKEY,CANADIAN WHISKIES,11296,CROWN ROYAL,12,750,16.59,24.89
3139,1011600,WHISKEY,STRAIGHT RYE WHISKIES,27175,TEMPLETON RYE 4YR,6,1000,21,31.5
3140,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,22207,WOODFORD RESERVE STRAIGHT BOURBON,6,1750,39.76,59.64
3141,1081400,VODKA,AMERICAN SCHNAPPS,83357,ICE HOLE PLUM SCHNAPPS,12,1000,6.75,10.13
3142,1022200,TEQUILA,100% AGAVE TEQUILA,89610,OLMECA ALTOS REPOSADO,6,750,14,21
3143,1011100,WHISKEY,BLENDED WHISKIES,87075,SKREWBALL PEANUT BUTTER WHISKEY,24,375,9,13.5
3144,1022200,TEQUILA,100% AGAVE TEQUILA,87619,ESPOLON BLANCO,12,750,14.5,21.75
3145,1062500,RUM,FLAVORED RUM,43896,TIKI LOVERS PINEAPPLE FLAVORED RUM,12,750,12.5,18.75
3146,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,17916,ELIJAH CRAIG,12,750,16,24
3147,1062200,RUM,WHITE RUM,45217,MR BOSTON LIGHT RUM,12,1000,4,6
3148,1700000,SPECIAL,TEMPORARY &  SPECIALTY PACKAGES,21589,EH TAYLOR JR SINGLE BARREL,6,750,33.34,50.01
3149,1012400,WHISKEY,IRISH WHISKIES,15779,JAMESON BLACK BARREL,12,375,6.49,9.74
3150,1032100,VODKA,IMPORTED VODKAS,34821,SVEDKA 80PRF,6,1750,13.4,20.1
3151,1031100,VODKA,AMERICAN VODKAS,36874,BLUE OX VODKA,12,1000,4.35,6.53
3152,1022100,TEQUILA,MIXTO TEQUILA,89193,JOSE CUERVO ESPECIAL REPOSADO,48,200,3.5,5.25
3153,1042100,GIN,IMPORTED DRY GINS,928693,SOOH MONKEY 47,3,1000,30.48,45.72
3154,1062100,RUM,GOLD RUM,42666,MT GAY ECLIPSE RUM,12,750,11.48,17.22
3155,1012100,WHISKEY,CANADIAN WHISKIES,11297,CROWN ROYAL,12,1000,19.39,29.09
3156,1082000,LIQUEURS,IMPORTED CORDIALS & LIQUEURS,65195,HPNOTIQ,6,750,10,15
3157,1042100,GIN,IMPORTED DRY GINS,28858,TANQUERAY SEVILLA ORANGE,12,750,13.5,20.25
3158,1012300,WHISKEY,SINGLE MALT SCOTCH,5067,GLENMORANGIE SIGNET,4,750,109.99,164.99
3159,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,78129,SMIRNOFF PINK LEMONADE,6,1750,14.75,22.13
3160,1022200,TEQUILA,100% AGAVE TEQUILA,88522,LIBELULA TEQUILA,12,750,12.92,19.38
3161,1091300,SPIRIT,NEUTRAL GRAIN SPIRITS FLAVORED,76414,OLE SMOKY PICKLES MOONSHINE,6,750,12.5,18.75
3162,1081600,WHISKEY,WHISKEY LIQUEUR,65013,FIREBALL CINNAMON WHISKEY MINI SLEEVE,12,50,4.3,6.45
3163,1081300,LIQUEURS,AMERICAN CORDIALS & LIQUEUR,80015,BLUE CHAIR BAY KEY LIME RUM CREAM,12,750,10.49,15.74
3164,1031100,VODKA,AMERICAN VODKAS,36356,HEROES VODKA,6,1750,10,15
3165,1062500,RUM,FLAVORED RUM,42712,MALIBU COCONUT MINI,12,50,4.95,7.43
3166,1031100,VODKA,AMERICAN VODKAS,36873,BLUE OX VODKA,12,750,3.33,5
3167,1062500,RUM,FLAVORED RUM,42703,MALIBU PINEAPPLE,12,750,7.49,11.24
3168,1081300,LIQUEURS,AMERICAN CORDIALS & LIQUEUR,75263,KINKY FRUIT PUNCH MINI,6,50,4.9,7.35
3169,1032200,VODKA,IMPORTED FLAVORED VODKA,36808,STOLICHNAYA CUCUMBER,12,750,9.99,14.99
3170,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,986494,THOMAS S. MOORE PORT CASKS EXTENDED CASK FINISH,6,750,35,52.5
3171,1062500,RUM,FLAVORED RUM,42716,MALIBU COCONUT,12,750,7.99,11.99
3172,1022200,TEQUILA,100% AGAVE TEQUILA,87401,JOSE CUERVO ESPECIAL SILVER MINI,12,50,11.5,17.25
3173,1062400,RUM,SPICED RUM,43028,ADMIRAL NELSON SPICED,6,1750,11.55,17.33
3174,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,78133,SMIRNOFF PINK LEMONADE,12,750,8.25,12.38
3175,1012100,WHISKEY,CANADIAN WHISKIES,10809,CROWN ROYAL REGAL APPLE,6,1750,32.99,49.49
3176,1032200,VODKA,IMPORTED FLAVORED VODKA,37403,ABSOLUT WATERMELON,6,750,9.99,14.99
3177,1071100,COCKTAIL,COCKTAILS /RTD,57144,CHI-CHI'S WHITE RUSSIAN,6,1750,5.5,8.25
3178,1022200,TEQUILA,100% AGAVE TEQUILA,88372,TEREMANA REPOSADO TEQUILA,6,750,16.43,24.65
3179,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,64282,BACARDI TROPICAL,6,750,8.25,12.38
3180,1012100,WHISKEY,CANADIAN WHISKIES,14518,REVEL STOKE PEANUT BUTTER WHISKY MINI,12,50,4.6,6.9
3181,1011600,WHISKEY,STRAIGHT RYE WHISKIES,27125,TEMPLETON RYE 6YR,6,750,22.75,34.13
3182,1012100,WHISKEY,CANADIAN WHISKIES,86454,BLACK VELVET APPLE MINI,8,50,7.5,11.25
3183,1031100,VODKA,AMERICAN VODKAS,936600,KIRKLAND SIGNATURE AMERICAN VODKA,6,1750,8.34,12.51
3184,1031200,VODKA,AMERICAN FLAVORED VODKA,77988,SMIRNOFF SPICY TAMARIND,12,750,8.25,12.38
3185,1062300,RUM,AGED DARK RUM,43621,MYERS'S ORIGINAL DARK RUM,12,750,9,13.5
3186,1071100,COCKTAIL,COCKTAILS /RTD,63311,ON THE ROCKS COCKTAILS CRUZAN MAI TAI,12,375,6,9
3187,1062500,RUM,FLAVORED RUM,43860,MALIBU WATERMELON,12,750,7.49,11.24
3188,1041100,GIN,AMERICAN DRY GINS,31985,REVELTON AMERICAN GIN,6,750,15,22.5
3189,1022100,TEQUILA,MIXTO TEQUILA,87403,JOSE CUERVO ESPECIAL SILVER,24,375,6,9
3190,1022300,TEQUILA,MEZCAL,88579,SE BUSCA JOVEN,6,750,19.99,29.99
3191,1011600,WHISKEY,STRAIGHT RYE WHISKIES,26463,TEMPLETON RYE CARIBBEAN RUM BARREL FINISH,6,750,22.5,33.75
3192,1042100,GIN,IMPORTED DRY GINS,28905,THE BOTANIST ISLAY DRY GIN,6,750,19.98,29.97
3193,1031100,VODKA,AMERICAN VODKAS,38073,STATE VODKA,12,750,4.5,6.75
3194,1022300,TEQUILA,MEZCAL,987973,LA LUNA MEZCAL CUPREATA,3,1000,18.69,28.04
3195,1022200,TEQUILA,100% AGAVE TEQUILA,89665,HUSSONGS PLATINUM ANEJO,6,750,26,39
3196,1022200,TEQUILA,100% AGAVE TEQUILA,89206,1800 REPOSADO,12,750,15.98,23.97
3197,1062500,RUM,FLAVORED RUM,42717,MALIBU COCONUT,12,1000,10.99,16.49
3198,1012200,WHISKEY,SCOTCH WHISKIES,8828,LAUDERS,6,1750,8.75,13.13
3199,1032200,VODKA,IMPORTED FLAVORED VODKA,67350,SVEDKA PURE INFUSIONS DRAGONFRUIT MELON VODKA,12,750,8.75,13.13
3200,1091300,SPIRIT,NEUTRAL GRAIN SPIRITS FLAVORED,86781,OLE SMOKY PEACHES MOONSHINE,6,750,12.5,18.75
3201,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,67905,BAILEYS COLADA,12,750,16.49,24.74
3202,1062400,RUM,SPICED RUM,43024,ADMIRAL NELSON SPICED,24,375,2.99,4.49
3203,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,18672,HUDSON BRIGHT LIGHT & BIG BOURBON,6,750,20,30
3204,1012400,WHISKEY,IRISH WHISKIES,15776,BUSHMILLS IRISH WHISKEY,12,750,14.5,21.75
3205,1081300,LIQUEURS,AMERICAN CORDIALS & LIQUEUR,75264,KINKY FRUIT PUNCH,6,750,10,15
3206,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,101339,C�ROC VODKA W/50ML PEACH  PINEAPPLE & WATERMELON,6,900,16.49,24.74
3207,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,21598,TEN HIGH,6,1750,6.5,9.75
3208,1031200,VODKA,AMERICAN FLAVORED VODKA,39839,WESTERN SON PRICKLY PEAR,12,750,9.01,13.52
3209,1032100,VODKA,IMPORTED VODKAS,37302,SVEDKA CHERRY LIMEADE VODKA,12,750,8.75,13.13
3210,1031100,VODKA,AMERICAN VODKAS,38519,WHEATLEY VODKA,6,1750,19,28.5
3211,1052100,BRANDY,IMPORTED BRANDIES,49189,REMY MARTIN VSOP,24,200,6.95,10.43
3212,1071100,COCKTAIL,COCKTAILS /RTD,57129,CHI-CHI'S MEXICAN MUDSLIDE,6,1750,5.5,8.25
3213,1012300,WHISKEY,SINGLE MALT SCOTCH,5842,GLENLIVET 14YR,6,750,27.48,41.22
3214,1071100,COCKTAIL,COCKTAILS /RTD,57174,CHI-CHI'S SKINNY MARGARITA,6,1750,5.5,8.25
3215,1031200,VODKA,AMERICAN FLAVORED VODKA,39352,WESTERN SON LEMON VODKA,12,750,9.01,13.52
3216,1091100,SPIRIT,AMERICAN DISTILLED SPIRIT SPECIALTY,26205,WHICKED PICKLE FLAVORED WHISKEY,12,750,9.99,14.99
3217,1031200,VODKA,AMERICAN FLAVORED VODKA,39301,REVELTON HONEY VODKA MINI,6,50,14.4,21.6
3218,1012300,WHISKEY,SINGLE MALT SCOTCH,5157,GLENFIDDICH 18YR,6,750,55,82.5
3219,1071100,COCKTAIL,COCKTAILS /RTD,57150,CH-CHI'S PEACH MARGARITA,6,1750,5.5,8.25
3220,1081400,VODKA,AMERICAN SCHNAPPS,84152,99 ORANGES MINI,10,50,5.16,7.74
3221,1012100,WHISKEY,CANADIAN WHISKIES,12478,CANADIAN MIST WHISKY PET,6,1750,10.45,15.68
3222,1071100,COCKTAIL,COCKTAILS /RTD,57148,CHI-CHI'S MARGARITA,6,1750,5.5,8.25
3223,1062500,RUM,FLAVORED RUM,72911,CAPTAIN MORGAN ORANGE VANILLA TWIST,12,750,9.06,13.59
3224,1031100,VODKA,AMERICAN VODKAS,37095,BUTCHERS BLOCK VODKA,12,750,8.43,12.65
3225,1081400,VODKA,AMERICAN SCHNAPPS,84207,99 ROOT BEER MINI,10,50,5.16,7.74
3226,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,20318,OLD EZRA 7YR,6,750,30,45
3227,1012300,WHISKEY,SINGLE MALT SCOTCH,5037,GLENLIVET 12YR,12,1000,29.48,44.22
3228,1081400,VODKA,AMERICAN SCHNAPPS,84143,99 CINNAMON MINI,10,50,5.16,7.74
3229,1081300,LIQUEURS,AMERICAN CORDIALS & LIQUEUR,76478,PAMA POMEGRANATE LIQUEUR,6,750,10,15
3230,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,86502,HOWLER HEAD KSB BANANA MINI,12,50,6.3,9.45
3231,1062500,RUM,FLAVORED RUM,43078,ADMIRAL NELSON COCONUT,6,1750,11.5,17.25
3232,1901200,SPECIAL,SPECIAL ORDER ITEMS,941294,SOOH BURNETTS PEACH,12,750,4.5,6.75
3233,1011100,WHISKEY,BLENDED WHISKIES,23536,OLD ELK BLENDED STRAIGHT BOURBON,6,750,25,37.5
3234,1081200,LIQUEURS,CREAM LIQUEURS,78108,SUGARLANDS APPALACHIAN BANANA PUDDING SIPPIN CREAM,6,750,13.52,20.28
3235,1081300,LIQUEURS,AMERICAN CORDIALS & LIQUEUR,80004,BLUE CHAIR BAY PINEAPPLE RUM CREAM,12,750,10.49,15.74
3236,1062500,RUM,FLAVORED RUM,42718,MALIBU COCONUT,6,1750,17.49,26.24
3237,1082100,LIQUEURS,IMPORTED CORDIALS & LIQUEUR,65127,GRAND MARNIER CORDON ROUGE,12,1000,25.55,38.33
3238,1081100,LIQUEURS,COFFEE LIQUEURS,67528,KAHLUA COFFEE,6,1750,26.48,39.72
3239,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,64389,CIROC SUMMER CITRUS,12,750,16.49,24.74
3240,1062400,RUM,SPICED RUM,43025,ADMIRAL NELSON SPICED PET,12,750,6,9
3241,1012100,WHISKEY,CANADIAN WHISKIES,86455,BLACK VELVET APPLE,12,750,5.23,7.85
3242,1012400,WHISKEY,IRISH WHISKIES,65416,JAMESON COLD BREW,6,750,16.49,24.74
3243,1031200,VODKA,AMERICAN FLAVORED VODKA,40590,NEW AMSTERDAM PEACH MINI,10,50,5.54,8.31
3244,1081200,LIQUEURS,CREAM LIQUEURS,80488,TIPPY COW SHAMROCK MINT,6,750,11,16.5
3245,1032200,VODKA,IMPORTED FLAVORED VODKA,64418,CIROC SUMMER WATERMELON,12,750,16.49,24.74
3246,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,78128,SMIRNOFF PINK LEMONADE MINI,12,50,7.47,11.21
3247,1052100,BRANDY,IMPORTED BRANDIES,49509,BADEL WILLIAMS PEAR BRANDY,12,1000,18,27
3248,1062500,RUM,FLAVORED RUM,42242,BLUE CHAIR BAY COCONUT RUM,12,750,10.49,15.74
3249,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,17917,ELIJAH CRAIG  BARREL PROOF,6,750,35,52.5
3250,1032200,VODKA,IMPORTED FLAVORED VODKA,34449,KETEL ONE CITROEN,12,750,11.33,17
3251,1051100,BRANDY,AMERICAN BRANDIES,52318,CHRISTIAN BROS BRANDY,6,1750,12,18
3252,1012100,WHISKEY,CANADIAN WHISKIES,10791,CROWN ROYAL VANILLA,12,750,16.59,24.89
3253,1052100,BRANDY,IMPORTED BRANDIES,47786,COURVOISIER VS COGNAC,12,750,17.5,26.25
3254,1012300,WHISKEY,SINGLE MALT SCOTCH,4111,ARDBEG UIGEADAIL,6,750,40.99,61.49
3255,1031100,VODKA,AMERICAN VODKAS,37125,BAGGER VODKA,12,1000,12.5,18.75
3256,1082000,LIQUEURS,IMPORTED CORDIALS & LIQUEURS,65126,GRAND MARNIER CORDON ROUGE,12,750,22.5,33.75
3257,1031100,VODKA,AMERICAN VODKAS,36873,BLUE OX VODKA,12,750,3.38,5.07
3258,1052100,BRANDY,IMPORTED BRANDIES,47785,COURVOISIER VS COGNAC,12,375,9.5,14.25
3259,1022200,TEQUILA,100% AGAVE TEQUILA,88185,OLMECA ALTOS PLATA,24,375,7.49,11.24
3260,1022100,TEQUILA,MIXTO TEQUILA,89194,JOSE CUERVO ESPECIAL REPOSADO FLASK,24,375,6,9
3261,1071100,COCKTAIL,COCKTAILS /RTD,57161,CHI-CHI'S CHURRO,6,1750,6.5,9.75
3262,1022200,TEQUILA,100% AGAVE TEQUILA,88036,MARGARITAVILLE SILVER TEQUILA,12,750,7.51,9.41
3263,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,919217,KIRKLAND SIGNATURE SMALL BATCH,12,1000,15.33,23
3264,1051100,BRANDY,AMERICAN BRANDIES,55246,ARROW WILD CHERRY BRANDY,12,750,5.5,8.25
3265,1081400,VODKA,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,12,50,4.3,6.45
3266,1052100,BRANDY,IMPORTED BRANDIES,48107,HENNESSY VS,12,1000,24.49,36.74
3267,1032100,VODKA,IMPORTED VODKAS,65451,GREY GOOSE STRAWBERRY & LEMONGRASS,6,750,18.49,27.74
3268,1062400,RUM,SPICED RUM,43026,ADMIRAL NELSON SPICED,12,750,6,9
3269,1081600,WHISKEY,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4
3270,1071100,COCKTAIL,COCKTAILS /RTD,59192,1800 ULTIMATE BLACK CHERRY MARGARITA,6,1750,10.04,15.06
3271,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,20375,OLD FORESTER STATESMAN,6,750,27.99,41.99
3272,1071100,COCKTAIL,COCKTAILS /RTD,62400,MARGARITAVILLE CLASSIC LIME MARGARITA,6,1750,7.02,8.28
3273,1052100,BRANDY,IMPORTED BRANDIES,51506,PRESIDENTE GRAPE BRANDY (PEDRO DOMECQ),12,750,8.49,12.74
3274,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,100148,JACK DANIELS SINGLE BARREL W/SNIFTER GLASS,6,750,27.59,41.39
3275,1081200,LIQUEURS,CREAM LIQUEURS,73052,RUMCHATA,12,375,8,12
3276,1062500,RUM,FLAVORED RUM,42703,MALIBU PINEAPPLE,12,750,7.99,11.99
3277,1011400,WHISKEY,TENNESSEE WHISKIES,86544,OLE SMOKY SALTY CARAMEL WHISKEY MINI,4,50,17.5,26.25
3278,1071100,COCKTAIL,COCKTAILS /RTD,56942,BACARDI MOJITO RTS,6,1750,9.53,14.3
3279,1011100,WHISKEY,BLENDED WHISKIES,26988,DRIFTLESS GLEN RYE WHISKEY,6,750,20,30
3280,1012100,WHISKEY,CANADIAN WHISKIES,14474,REVEL STOKE ROASTED PECAN,12,750,9.02,13.53
3281,1081300,LIQUEURS,AMERICAN CORDIALS & LIQUEUR,84404,99 MANGOES,48,100,0.95,1.43
3282,1062400,RUM,SPICED RUM,43205,BACARDI SPICED RUM,12,750,7.5,11.25
3283,1052100,BRANDY,IMPORTED BRANDIES,48108,HENNESSY VS,6,1750,47.49,71.24
3284,1031100,VODKA,AMERICAN VODKAS,36985,BLUE OX VODKA,24,375,1.86,2.79
3285,1011600,WHISKEY,STRAIGHT RYE WHISKIES,15187,WHISTLEPIG 6YR PIGGYBACK,6,750,25,37.5
3286,1062500,RUM,FLAVORED RUM,42699,MALIBU MANGO,12,750,7.99,11.99
3287,1012100,WHISKEY,CANADIAN WHISKIES,14519,REVEL STOKE PEANUT BUTTER WHISKY,12,750,9.02,13.53
3288,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,18856,LARCENY,6,750,14,21
3289,1022300,TEQUILA,MEZCAL,87288,CASAMIGOS MEZCAL JOVEN,6,750,33.33,50
3290,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,22151,WILD TURKEY 101 MINI,12,50,12.45,18.68
3291,1011700,WHISKEY,CORN WHISKIES,927252,BALCONES BRIMSTONE,6,750,25,37.5
3292,1022200,TEQUILA,100% AGAVE TEQUILA,88566,TRES GENERACIONES PLATA,6,750,19,28.5
3293,1011600,WHISKEY,STRAIGHT RYE WHISKIES,922172,HA WILD TURKEY RARE BREED RYE BARREL PROOF,6,750,30,45
3294,1012300,WHISKEY,SINGLE MALT SCOTCH,5669,GLEN MORAY SHERRY CASK,6,750,17.84,26.76
3295,1052100,BRANDY,IMPORTED BRANDIES,49185,REMY MARTIN VSOP FLASK,12,375,12.52,18.78
3296,1032200,VODKA,IMPORTED FLAVORED VODKA,64011,ABSOLUT JUICE EDITION STRAWBERRY,6,750,9.99,14.99
3297,1041100,GIN,AMERICAN DRY GINS,29993,FIVE O'CLOCK GIN,48,200,1.2,1.8
3298,1700000,SPECIAL,TEMPORARY &  SPECIALTY PACKAGES,101216,CAPTAIN MORGAN OSR W/50ML CM SLICED APPLE,6,1750,18,27
3299,1091300,SPIRIT,NEUTRAL GRAIN SPIRITS FLAVORED,76413,OLE SMOKY BUTTER PECAN MOONSHINE,6,750,12.5,18.75
3300,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,26373,JIM BEAM ORANGE MINI,12,50,5.4,8.1
3301,1901200,SPECIAL,SPECIAL ORDER ITEMS,904844,SOOH CYNAR 33PRF,12,1000,14.5,21.75
3302,1081600,WHISKEY,WHISKEY LIQUEUR,74740,SLOW AND LOW,6,750,11.84,17.76
3303,1081300,LIQUEURS,AMERICAN CORDIALS & LIQUEUR,73533,DEKUYPER 03,12,750,10.67,16.01
3304,1071100,COCKTAIL,COCKTAILS /RTD,63345,ON THE ROCKS COCKTAILS TRES GEN JALAPENO PINEAPPLE MARGARITA,12,375,6,9
3305,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,17630,DAVIESS COUNTY KENTUCKY STRAIGHT BOURBON WHISKEY,6,750,22.5,33.75
3306,1071100,COCKTAIL,COCKTAILS /RTD,62420,MARGARITAVILLE SKINNY MARGARITA,6,1750,7.02,10.53
3307,1012300,WHISKEY,SINGLE MALT SCOTCH,4246,ARDBEG WEE BEASTIE,6,750,22.49,33.74
3308,1062500,RUM,FLAVORED RUM,43615,MALIBU LIME,12,750,7.99,11.99
3309,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,21212,REBEL 10YR SINGLE BARREL,6,750,40,60
3310,1011300,WHISKEY,SINGLE BARREL BOURBON WHISKIES,926929,HA THE CLOVER TN STRAIGHT 10YR BOURBON,6,750,37.31,55.97
3311,1081000,LIQUEURS,AMERICAN CORDIALS & LIQUEURS,969618,DR MCGILLICUDDYS BUTTERSCOTCH,12,750,8.66,12.99
3312,1011400,WHISKEY,TENNESSEE WHISKIES,86987,OLE SMOKY SALTY WATERMELON WHISKEY,6,750,10,15
3313,1081400,VODKA,AMERICAN SCHNAPPS,984191,SOOH 99 BUTTERSCOTCH MINI,10,50,6,9
3314,1031100,VODKA,AMERICAN VODKAS,36978,NIKOLAI VODKA,6,1750,6,9
3315,1022200,TEQUILA,100% AGAVE TEQUILA,89286,ESPOLON REPOSADO,12,750,14.5,21.75
3316,1032200,VODKA,IMPORTED FLAVORED VODKA,37182,ABSOLUT JUICE PEAR AND ELDERFLOWER EDITION,6,750,8.99,13.49
3317,1012300,WHISKEY,SINGLE MALT SCOTCH,4356,BALVENIE 12YR DOUBLEWOOD,12,750,35,52.5
3318,1091200,SPIRIT,NEUTRAL GRAIN SPIRITS,41846,EVERCLEAR 151,12,750,9,13.5
